folder,latitude,longitude,danger_rate,red_pixel_count,score,final_score
./범죄주의_강도,37.169,126.964,0,0,0,0.0
./범죄주의_강도,37.1695,126.964,0,0,0,0.0
./범죄주의_강도,37.17,126.964,0,0,0,0.0
./범죄주의_강도,37.1705,126.964,0,0,0,0.0
./범죄주의_강도,37.171,126.964,0,0,0,0.0
./범죄주의_강도,37.1715,126.964,0,0,0,0.0
./범죄주의_강도,37.172,126.964,0,0,0,0.0
./범죄주의_강도,37.1725,126.964,0,0,0,0.0
./범죄주의_강도,37.173,126.964,0,0,0,0.0
./범죄주의_강도,37.1735,126.964,0,0,0,0.0
./범죄주의_강도,37.174,126.964,0,0,0,0.0
./범죄주의_강도,37.1745,126.964,0,0,0,0.0
./범죄주의_강도,37.175,126.964,0,0,0,0.0
./범죄주의_강도,37.1755,126.964,0,0,0,0.0
./범죄주의_강도,37.176,126.964,0,0,0,0.0
./범죄주의_강도,37.1765,126.964,0,0,0,0.0
./범죄주의_강도,37.177,126.964,0,0,0,0.0
./범죄주의_강도,37.1775,126.964,0,0,0,0.0
./범죄주의_강도,37.178,126.964,0,0,0,0.0
./범죄주의_강도,37.1785,126.964,0,0,0,0.0
./범죄주의_강도,37.179,126.964,0,0,0,0.0
./범죄주의_강도,37.1795,126.964,0,0,0,0.0
./범죄주의_강도,37.18,126.964,0,0,0,0.0
./범죄주의_강도,37.1805,126.964,0,0,0,0.0
./범죄주의_강도,37.181,126.964,0,0,0,0.0
./범죄주의_강도,37.1815,126.964,0,0,0,0.0
./범죄주의_강도,37.182,126.964,0,0,0,0.0
./범죄주의_강도,37.1825,126.964,0,0,0,0.0
./범죄주의_강도,37.183,126.964,0,0,0,0.0
./범죄주의_강도,37.1835,126.964,0,0,0,0.0
./범죄주의_강도,37.184,126.964,0,0,0,0.0
./범죄주의_강도,37.1845,126.964,0,0,0,0.0
./범죄주의_강도,37.185,126.964,0,0,0,0.0
./범죄주의_강도,37.1855,126.964,0,0,0,0.0
./범죄주의_강도,37.186,126.964,0,0,0,0.0
./범죄주의_강도,37.1865,126.964,0,0,0,0.0
./범죄주의_강도,37.187,126.964,0,0,0,0.0
./범죄주의_강도,37.1875,126.964,0,0,0,0.0
./범죄주의_강도,37.188,126.964,0,0,0,0.0
./범죄주의_강도,37.1885,126.964,0,0,0,0.0
./범죄주의_강도,37.189,126.964,0,0,0,0.0
./범죄주의_강도,37.1895,126.964,0,0,0,0.0
./범죄주의_강도,37.19,126.964,0,0,0,0.0
./범죄주의_강도,37.1905,126.964,0,0,0,0.0
./범죄주의_강도,37.191,126.964,0,0,0,0.0
./범죄주의_강도,37.1915,126.964,0,0,0,0.0
./범죄주의_강도,37.192,126.964,0,0,0,0.0
./범죄주의_강도,37.1925,126.964,0,0,0,0.0
./범죄주의_강도,37.193,126.964,0,0,0,0.0
./범죄주의_강도,37.1935,126.964,0,0,0,0.0
./범죄주의_강도,37.194,126.964,0,0,0,0.0
./범죄주의_강도,37.1945,126.964,0,0,0,0.0
./범죄주의_강도,37.195,126.964,0,0,0,0.0
./범죄주의_강도,37.1955,126.964,0,0,0,0.0
./범죄주의_강도,37.196,126.964,0,0,0,0.0
./범죄주의_강도,37.1965,126.964,0,0,0,0.0
./범죄주의_강도,37.197,126.964,0,0,0,0.0
./범죄주의_강도,37.1975,126.964,0,0,0,0.0
./범죄주의_강도,37.198,126.964,0,0,0,0.0
./범죄주의_강도,37.1985,126.964,0,0,0,0.0
./범죄주의_강도,37.199,126.964,0,0,0,0.0
./범죄주의_강도,37.1995,126.964,0,0,0,0.0
./범죄주의_강도,37.2,126.964,0,0,0,0.0
./범죄주의_강도,37.2005,126.964,0,0,0,0.0
./범죄주의_강도,37.201,126.964,0,0,0,0.0
./범죄주의_강도,37.2015,126.964,0,0,0,0.0
./범죄주의_강도,37.202,126.964,0,0,0,0.0
./범죄주의_강도,37.2025,126.964,0,0,0,0.0
./범죄주의_강도,37.203,126.964,0,0,0,0.0
./범죄주의_강도,37.2035,126.964,0,0,0,0.0
./범죄주의_강도,37.204,126.964,0,0,0,0.0
./범죄주의_강도,37.2045,126.964,0,0,0,0.0
./범죄주의_강도,37.205,126.964,0,0,0,0.0
./범죄주의_강도,37.2055,126.964,0,0,0,0.0
./범죄주의_강도,37.206,126.964,0,0,0,0.0
./범죄주의_강도,37.2065,126.964,0,0,0,0.0
./범죄주의_강도,37.207,126.964,0,0,0,0.0
./범죄주의_강도,37.2075,126.964,0,0,0,0.0
./범죄주의_강도,37.208,126.964,0,0,0,0.0
./범죄주의_강도,37.2085,126.964,0,0,0,0.0
./범죄주의_강도,37.209,126.964,0,0,0,0.0
./범죄주의_강도,37.2095,126.964,0,0,0,0.0
./범죄주의_강도,37.21,126.964,0,0,0,0.0
./범죄주의_강도,37.2105,126.964,0,0,0,0.0
./범죄주의_강도,37.211,126.964,0,0,0,0.0
./범죄주의_강도,37.2115,126.964,0,0,0,0.0
./범죄주의_강도,37.212,126.964,0,0,0,0.0
./범죄주의_강도,37.2125,126.964,0,0,0,0.0
./범죄주의_강도,37.213,126.964,0,0,0,0.0
./범죄주의_강도,37.2135,126.964,0,0,0,0.0
./범죄주의_강도,37.214,126.964,0,0,0,0.0
./범죄주의_강도,37.2145,126.964,0,0,0,0.0
./범죄주의_강도,37.215,126.964,0,0,0,0.0
./범죄주의_강도,37.2155,126.964,0,0,0,0.0
./범죄주의_강도,37.216,126.964,0,0,0,0.0
./범죄주의_강도,37.2165,126.964,0,0,0,0.0
./범죄주의_강도,37.217,126.964,0,0,0,0.0
./범죄주의_강도,37.2175,126.964,0,0,0,0.0
./범죄주의_강도,37.218,126.964,0,0,0,0.0
./범죄주의_강도,37.2185,126.964,0,0,0,0.0
./범죄주의_강도,37.219,126.964,0,0,0,0.0
./범죄주의_강도,37.2195,126.964,0,0,0,0.0
./범죄주의_강도,37.22,126.964,0,0,0,0.0
./범죄주의_강도,37.2205,126.964,0,0,0,0.0
./범죄주의_강도,37.221,126.964,0,0,0,0.0
